Date,MSDUUS Index,MSDUUK Index,MSDUIT Index,MSDUJN Index,MSEUSRUS Index,MSEUSAG Index,MSEUSBR Index,MSEUTMXF Index,JPMTUS Index,JHDCUK Index,JHDCIT Index,JHDCJP Index,JPEMRUS Index,JPEMAR Index,JPEMBZ Index,JPEMMX Index
07/06/2000,1426.644,1190.468,468.698,3343.678,236.433,1581.92,848.058,1574.895,259.379,178.66,203.99,199.3,119.016,172.967,202.151,169.462
08/06/2000,1416.785,1179.049,466.198,3323.128,240.31,1571.611,851.962,1582.918,259.554,178.23,203.11,199.55,120.059,173.463,203.104,168.079
09/06/2000,1409.447,1166.488,466.838,3305.477,241.179,1590.309,850.088,1596.038,259.551,178.74,203.65,200.06,122.488,174,204.332,168.76
12/06/2000,1398.49,1168.772,466.466,3314.667,241.179,1585.421,837.045,1613.015,259.961,178.86,203.63,199.99,121.957,174.003,203.728,168.038
13/06/2000,1419.282,1172.849,472.55,3288.315,234.611,1615.52,845.689,1649.776,259.358,178.73,204.07,200.3,122.21,174.97,204.585,170.052
14/06/2000,1419.982,1181.673,477.618,3239.238,230.227,1625.235,845.923,1682.989,260.18,178.53,203.64,200.23,123.851,176.323,205.447,171.39
15/06/2000,1428.811,1176.393,473.682,3162.27,232.551,1624.49,852.38,1643.012,260.043,178.1,203.95,200.58,124.793,175.396,203.675,171.316
16/06/2000,1413.328,1189.615,471.672,3174.466,235.529,1567.69,851.994,1619.544,261.106,179.1,204.47,201.01,125.326,175.519,203.842,171.302
19/06/2000,1433.828,1182.923,467.688,3245.83,235.848,1567.69,869.467,1617.982,260.81,178.97,204.4,201.1,125.169,175.332,204.316,171.342
20/06/2000,1425.876,1187.747,467.291,3309.663,221.534,1554.566,873.109,1624.53,260.561,178.51,204.39,200.87,125.597,175.466,205.112,171.919
21/06/2000,1429.768,1171.479,458.899,3359.842,217.357,1551.303,891.793,1664.167,259.565,177.45,203.71,200.46,124.843,175.052,205.496,171.59
22/06/2000,1405.875,1168.376,451.362,3379.754,219.829,1535.35,891.793,1602.47,259.447,177.82,203.52,200.54,123.692,174.232,204.979,171.46
23/06/2000,1396.014,1158.037,454.711,3343.252,222.771,1528.299,869.058,1587.063,258.75,177.52,203.18,200.79,122.765,172.485,202.805,170.225
26/06/2000,1405.83,1158.269,457.736,3281.707,219.53,1497.746,860.799,1607.663,259.72,177.9,203.45,200.46,122.775,172.693,203.512,170.559
27/06/2000,1402.534,1152.519,460.674,3341.746,208.145,1510.533,852.491,1645.344,260.044,177.82,203.63,200.36,125.655,173.301,205.017,171.058
28/06/2000,1407.734,1153.092,468.967,3362.578,206.338,1523.154,869.137,1642.473,259.789,178.04,203.66,200.6,125.9,174.373,205.504,171.788
29/06/2000,1398.463,1148.303,464.361,3406.494,197.586,1530.077,852.032,1672.987,261.143,178.7,203.7,200.49,124.867,174.275,205.449,173.376
30/06/2000,1409.306,1156.186,474.546,3370.974,209.494,1599.401,867.148,1742.7,261.243,178.75,203.99,200.53,125.89,174.389,205.14,173.515
03/07/2000,1421.651,1183.871,473.033,3391.728,216.359,1619.545,879.957,1876.006,261.921,178.53,203.6,200.4,126.592,174.799,206.652,175.598
04/07/2000,1421.651,1175.48,468.776,3391.643,220.731,1628.711,895.562,1919.513,261.921,178.99,203.69,200.79,0,0,0,0
05/07/2000,1400.77,1165.512,474.101,3357.573,214.212,1644.909,887.491,1875.085,262.102,179.33,204.07,200.48,126.28,176.518,208.409,176.193
06/07/2000,1409.508,1177.3,477.551,3312.558,222.73,1677.337,894.319,1851.802,261.375,178.87,203.54,200.9,125.799,176.623,208.26,176.238
07/07/2000,1429.458,1190.285,482.537,3321.488,226.203,1689.21,908.396,1876.839,262.172,179.55,204.19,200.71,127.742,177.307,208.12,176.412
10/07/2000,1425.877,1181.242,482.957,3378.526,226.14,1676.393,906.762,1898.836,261.962,178.97,203.94,200.64,128.034,176.998,207.888,177.048
11/07/2000,1429.532,1183.784,486.063,3366.485,219.431,1685.198,874.905,1866.251,261.922,179.24,204.21,200.52,127.61,176.696,206.492,176.668
12/07/2000,1439.96,1192.75,480.303,3314.518,226.486,1705.118,880.42,1910.993,261.802,179.23,203.95,200.44,129.552,177.764,207.367,177.059
13/07/2000,1441.556,1174.06,479.708,3260.445,227.084,1668.18,850.527,1910.472,262.99,179.12,204.09,201.45,129.864,178.894,207.157,177.579
14/07/2000,1453.275,1174.793,478.607,3268.477,226.611,1692.85,873.008,1932.44,261.768,178.65,203.74,201.45,129.616,179.063,207.304,176.742
17/07/2000,1454.088,1175.476,477.632,3247.736,228.908,1682.656,900.073,1910.33,260.994,178.47,203.59,201.56,130.895,178.964,207.812,176.174
18/07/2000,1438.999,1163.347,473.467,3183.319,227.196,1664.111,897.801,1891.112,261.099,178.64,203.63,201.8,129.277,178.109,207.509,177.017
19/07/2000,1430.88,1166.771,470.893,3173.164,226.552,1640.074,878.754,1758.285,261.096,179.1,203.98,201.66,128.617,177.674,207.053,176.331
20/07/2000,1444.453,1173.307,475.483,3171.11,228.945,1638.851,896.796,1778.099,263.337,179.38,204.41,201.77,130.296,178.833,208.563,177.08
21/07/2000,1427.223,1164.182,474.608,3111.996,230.32,1611.175,899,1767.554,263.69,179.86,204.51,201.84,130.969,179.159,209.031,177.645
24/07/2000,1412.542,1167.308,472.232,3082.809,229.255,1581.139,899.208,1749.923,263.321,179.7,204.55,201.76,131.03,179.137,209.538,177.918
25/07/2000,1418.847,1173.203,476.443,3072.183,227.441,1588.511,883.086,1768.416,263.532,179.89,204.92,201.53,130.512,178.872,209.223,177.688
26/07/2000,1397.112,1172.515,471.432,3068.783,226.201,1570.05,883.944,1757.537,263.476,179.94,205.42,201.76,131.099,178.91,208.961,178.082
27/07/2000,1401.026,1166.04,460.742,3014.641,228.167,1535.537,878.703,1722.892,264.135,179.71,205.41,202.16,131.203,178.625,208.31,177.655
28/07/2000,1375.013,1156.453,449.502,2957.302,230.126,1510.359,851.894,1667.172,263.975,178.91,205.25,202.48,132.593,178.273,208.068,177.406
31/07/2000,1382.781,1161.991,454.056,2981.432,234.462,1528.363,857.521,1701.237,263.925,178.97,205.22,202.57,132.268,178.783,208.962,177.765
01/08/2000,1391.348,1163.593,452.684,3029.109,240.403,1480.956,841.677,1707.051,264.551,179,205.71,202.54,133.342,178.141,208.276,178.107
02/08/2000,1392.175,1160.969,446.511,3045.942,241.248,1482.132,841.78,1714.066,264.796,178.75,205.64,202.67,133.888,177.811,209.855,178.491
03/08/2000,1403.395,1150.188,436.626,3026.667,241.911,1488.633,854.395,1696.857,265.236,178.64,205.48,202.82,133.995,177.999,210.292,178.995
04/08/2000,1417.284,1165.729,440.539,2991.487,249.533,1485.665,865.589,1719.799,265.968,178.87,205.63,202.93,135.597,179.224,210.757,179.816
07/08/2000,1424.723,1170.779,448.743,3026.863,250.168,1496.014,874.499,1739.568,265.4,179.06,205.93,202.92,137.422,177.625,211.11,179.898
08/08/2000,1428.752,1162.179,447.879,3017.754,253.596,1504.469,861.099,1737.739,265.936,179.35,205.74,202.81,137.144,178.271,211.109,179.992
09/08/2000,1418.294,1168.901,451.168,3062.004,255.737,1499.509,845.593,1707.253,266.088,179.46,205.96,202.44,137.708,178.91,212.015,181.185
10/08/2000,1406.672,1163.042,458.992,3043.848,254.919,1472.873,862.722,1697.432,266.589,179.34,206.28,202.3,138.817,179.691,212.055,181.553
11/08/2000,1416.529,1165.173,455.069,3058.872,262.612,1467.434,885.178,1716.102,265.999,179.8,206.31,202.68,139.402,179.857,213.674,182.085
14/08/2000,1434.564,1173.817,457.446,3035.109,270.881,1453.746,901.117,1723.719,266.4,179.3,205.96,202.69,140.701,179.622,214.187,181.99
15/08/2000,1427.268,1183.483,462.075,3061.017,273.276,1421.213,900.34,1727.461,266.026,178.91,205.96,202.43,140.515,178.319,213.976,181.459
16/08/2000,1423.139,1188.393,463.678,3066.493,271.024,1392.31,882.29,1736.824,265.702,178.93,205.67,202.29,138.194,176.208,212.389,181.417
17/08/2000,1434.91,1184.294,460.693,3033.234,265.343,1421.8,897.008,1750.347,266.061,178.7,205.77,202.55,138.896,177.476,214.656,182.592
18/08/2000,1429.475,1185.954,454.585,3061.487,263.771,1396.152,871.876,1706.675,266.677,178.84,205.93,202.35,137.461,175.223,213.477,182.59
21/08/2000,1437.742,1184.507,452.557,3032.978,263.307,1396.152,861.235,1688.969,266.435,178.44,205.63,202.26,135.449,174.808,212.967,181.884
22/08/2000,1435.932,1185.023,446.825,3085.244,269.598,1394.308,866.948,1692.857,266.603,178.55,205.91,201.97,136.657,176.087,214.427,182.688
23/08/2000,1443.824,1176.918,446.108,3138.204,268.762,1442,875.454,1690.576,267.334,178.91,206.08,201.51,137.609,176.376,214.784,182.942
24/08/2000,1445.778,1178.029,448.314,3159.937,280.279,1448.185,867.549,1682.231,267.622,179.37,206.13,201.8,137.234,177.112,215.629,183.56
25/08/2000,1445.153,1174.169,451.527,3205.767,283.158,1455.847,884.19,1658.195,267.753,179.27,206.05,201.38,139.616,177.645,216.646,183.811
28/08/2000,1453.167,1172.616,449.603,3245.456,281.255,1446.793,873.65,1671.182,266.977,179.27,206.1,201.25,139.397,177.479,216.533,183.422
29/08/2000,1450.157,1165.847,446.806,3245.632,287.167,1450.231,868.615,1683.389,266.514,178.65,205.66,201.12,140.091,177.248,216.238,183.126
30/08/2000,1442.134,1166.137,445.474,3188.344,280.068,1459.408,875.044,1745.61,266.742,178.64,205.81,201.4,139.433,178.125,217.018,183.669
31/08/2000,1453.345,1172.282,447.569,3173.085,279.317,1477.921,876.944,1768.994,267.944,178.68,205.95,201.56,140.894,179.359,218.18,184.41
01/09/2000,1455.057,1196.749,457.153,3208.119,274.284,1501.084,886.362,1782.935,268.643,179.78,206.86,200.75,141.413,180.332,219.426,184.671
04/09/2000,1455.057,1197.503,461.2,3190.467,275.422,1502.402,885.477,1806.335,268.643,179.83,206.76,201.01,0,0,0,0
05/09/2000,1442.614,1180.63,449.774,3146.644,275.269,1492.374,879.383,1808.754,268.706,179.42,206.65,200.76,141.035,180.309,219.261,184.668
06/09/2000,1427.306,1169.837,444.725,3117.321,274.718,1492.179,898.54,1793.563,268.106,179.33,206.54,200.68,141.307,181.706,219.781,184.65
07/09/2000,1434.635,1155.512,444.654,3137.252,269.4,1507.525,899.034,1827.65,267.769,179.52,206.39,201.16,139.508,180.6,218.707,184.445
08/09/2000,1428.411,1132.503,437.282,3145.789,262.996,1486.189,890.263,1806.925,268.327,179.03,206.2,202.07,138.991,180.659,218.336,184.093
11/09/2000,1423.492,1123.484,435.924,3084.463,254.743,1472.124,891.806,1790.933,267.768,178.97,206.34,202.27,137.62,180.032,217.613,183.823
12/09/2000,1416.776,1113.793,434.122,3039.464,254.561,1458.631,870.977,1762.155,267.673,178.35,206.23,202.44,138.31,179.16,216.655,183.914
13/09/2000,1418.065,1105.349,431.177,3058.16,243.956,1444.07,865.772,1786.132,268.249,178.07,206.41,202.34,137.367,179.896,216.438,183.546
14/09/2000,1413.761,1114.786,431.666,3050.74,248.971,1448.401,856.303,1787.683,267.345,178.77,206.62,202.11,136.934,179.809,216.042,182.866
15/09/2000,1399.216,1093.175,427.666,3052.875,240.884,1445.681,845.648,1786.3,266.68,178.36,206.29,202.11,133.857,179.371,214.447,182.183
18/09/2000,1379.401,1091.019,418.252,3062.248,226.014,1424.789,813.997,1713.133,266.318,178.42,205.94,202.41,128.927,178.042,211.556,180.265
19/09/2000,1394.015,1092.841,417.597,3076.253,229.784,1440.819,819.805,1721.315,266.609,178.79,206.3,202.66,128.979,178.304,213.001,181.219
20/09/2000,1386.579,1078.061,406.842,3136.655,223.106,1434.987,817.156,1741.476,266.005,178.73,206.34,202.5,126.594,177.525,211.032,180.722
21/09/2000,1386.744,1073.009,404.65,3124.396,224.947,1439.659,816.514,1699.477,266.582,178.96,206.65,202.44,129.719,178.152,211.903,181.781
22/09/2000,1386.981,1104.094,422.705,3007.396,206.089,1435.095,818.667,1687.262,266.994,179.41,207.04,202.94,127.85,178.223,212.29,182.027
25/09/2000,1377.113,1108.436,421.976,3043.571,224.206,1450.16,826.454,1696.192,267.13,178.81,206.62,202.86,130.502,179.271,213.106,182.446
26/09/2000,1365.013,1105.217,421.358,3027.999,221.433,1423.727,824.168,1672.366,267.805,178.85,206.97,202.5,129.612,179.56,213.246,182.966
27/09/2000,1364.262,1120.26,423.82,2963.722,230.206,1409.735,811.987,1651.555,267.411,179.02,206.79,202.79,130.559,180.191,214.13,183.347
28/09/2000,1392.795,1121.096,423.25,2967.714,226.104,1415.808,820.209,1679.648,267.561,179.18,206.98,202.93,132.257,181.064,215.221,184.159
29/09/2000,1373.016,1138.092,420.992,3014.063,228.929,1417.463,820.394,1639.931,267.983,180.3,207.4,203.23,131.617,180.946,215.61,184.507
02/10/2000,1369.538,1128.246,428.157,3038.463,236.139,1407.413,806.828,1619.185,267.461,180.29,207.38,203.38,130.657,180.246,214.126,184.204
03/10/2000,1358.238,1127.269,426.031,3056.02,247.119,1391.37,814.031,1618.742,267.155,180.22,207.45,203.54,132.251,181.465,216.184,184.671
04/10/2000,1367.667,1126.775,422.799,3058.123,235.822,1403.474,820.75,1641.949,266.983,179.94,207.4,203.64,132.396,181.996,217.157,184.352
05/10/2000,1368.112,1132.838,421.447,3047.56,229.872,1387.65,836.451,1644.07,267.644,180.11,207.29,203.96,133.125,182.056,217.644,184.21
06/10/2000,1344.958,1129.741,416.811,3045.921,226.536,1361.208,818.648,1592.986,268.521,180.38,207.55,203.94,132.425,180.68,216.202,183.538
09/10/2000,1337.214,1110.108,411.066,3042.005,221.501,1332.16,810.33,1589.163,268.518,181.22,207.81,203.96,0,0,0,0
10/10/2000,1323.427,1105.991,415.087,3035.235,220.359,1302.245,814.192,1585.739,268.922,181.07,207.85,203.85,131.853,180.462,216.664,183.059
11/10/2000,1297.539,1094.731,409.628,2993.13,213.646,1280.805,802.301,1545.173,269.139,181.35,208.25,203.94,131.266,180.259,216.122,182.426
12/10/2000,1263.684,1098.383,402.788,2982.165,210.975,1262.777,801.654,1498.337,269.884,181.59,208.22,203.8,129.096,178.774,213.191,181.435
13/10/2000,1303.872,1108.439,406.15,2957.275,212.148,1278.721,788.444,1510.39,270.017,181.47,208.08,203.96,127.804,177.644,212.726,181.242
16/10/2000,1302.545,1110.319,401.964,2958.143,227.433,1279.489,783.456,1498.831,269.722,181.42,208.01,203.9,128.197,177.453,213.292,181.337
17/10/2000,1279.953,1090.606,401.314,2935.963,229.032,1226.213,762.897,1474.719,270.878,181.45,208,204.13,126.677,174.684,209.81,180.027
18/10/2000,1273.709,1094.469,400.138,2884.642,211.98,1215.817,745.25,1492.781,270.867,181.56,208.06,204.53,122.624,174.239,209.434,179.876
19/10/2000,1316.26,1098.19,403.624,2872.108,225.562,1275.319,764.166,1549.899,271.067,181.35,208.23,204.59,124.466,175.098,210.801,181.124
20/10/2000,1322.149,1108.883,405.284,2915.408,232.668,1253.234,748.885,1541.429,271.617,181.45,208.26,204.51,125.275,173.2,210.855,181.72
23/10/2000,1323.241,1123.065,410.155,2907.508,230.921,1208.659,722.625,1526.941,272.455,181.27,208.3,204.35,124.013,172.708,209.123,181.385
24/10/2000,1326.416,1138.952,417.622,2909.121,229.101,1199.566,708.283,1579.105,271.925,181.31,208.3,204.3,125.92,171.636,208.897,180.711
25/10/2000,1301.19,1117.176,412.339,2894.14,221.706,1142.921,689.757,1560.195,271.232,181.52,207.98,204.51,123.915,169.101,206.951,180.887
26/10/2000,1302.791,1106.009,411.969,2882.093,217.72,1197.642,710.105,1585.353,271.44,181.61,208.28,204.69,124.382,168.59,207.19,181.053
27/10/2000,1316.687,1129.235,424.377,2884.778,218.317,1298.259,737.399,1620.847,271.262,181.35,208.58,204.78,125.501,170.735,208.999,181.821
30/10/2000,1331.89,1137.547,427.315,2846.985,214.007,1297.485,751.137,1639.258,271.127,181.64,208.59,205.12,127.777,171.451,210.423,181.913
31/10/2000,1361.95,1144.105,430.448,2837.895,214.919,1315.934,756.136,1674.594,270.636,182,208.67,205.27,130.75,172.948,211.213,182.07
01/11/2000,1356.38,1144.69,438.55,2915.547,218.522,1285.122,756.12,1676.807,271.051,182.13,208.66,205.13,132.017,171.229,210.439,182.437
02/11/2000,1365.484,1132.967,440.187,2923.872,217.567,1291.54,752.967,1676.37,271.075,182.22,208.83,205.37,133.861,172.306,212.565,183.265
03/11/2000,1362.757,1132.952,442.769,2950.827,217.317,1258.699,738.959,1637.8,269.861,182.56,208.84,205.37,133.183,167.784,209.068,182.291
06/11/2000,1368.281,1128.789,444.772,3004.875,217.044,1258.762,743.986,1642.88,269.437,182.79,208.77,205.47,132.616,167.059,208.855,182.352
07/11/2000,1368.825,1133.681,445.568,2994.754,217.09,1277.861,750.315,1665.818,269.478,182.46,208.65,205.46,130.92,164.403,206.962,181.903
08/11/2000,1347.682,1131.23,441.873,2984.307,203.347,1251.586,737.075,1650.725,269.769,182.55,208.56,205.44,129.557,161.879,204.749,181.508
09/11/2000,1338.728,1126.074,443.623,2934.877,195.024,1278.571,722.025,1615.741,270.452,182.95,208.76,205.71,126.558,163.949,204.368,181.148
10/11/2000,1305.131,1124.099,440.763,2902.706,195.614,1304.661,728.29,1592.282,270.462,183.29,208.88,205.75,127.995,169.197,206.283,181.523
13/11/2000,1290.212,1110.39,431.336,2867.493,192.078,1325.234,714.48,1553.782,271.146,183.62,209.17,206.19,126.796,172.294,207.138,182.099
14/11/2000,1320.882,1125.388,441.681,2841.797,199.223,1314.304,727.535,1597.968,271.479,183.35,209.24,206.14,129.153,172.405,208.402,183.035
15/11/2000,1327.407,1126.164,446.277,2850.227,196.243,1296.498,724.181,1622.331,272.191,183.56,209.41,206.28,130.837,174.195,209.557,184.117
16/11/2000,1312.216,1121.36,441.209,2789.428,195.327,1288.41,725.663,1619.512,272.7,183.91,209.68,206.55,130.455,173.256,209.77,184.885
17/11/2000,1307.942,1124.674,440.165,2788.887,195.776,1261.713,712.237,1650.477,272.354,183.76,209.7,206.62,129.75,172.052,209.954,184.564
20/11/2000,1281.576,1109.784,430.768,2759.038,188.661,1275.726,729.101,1657.284,272.718,183.8,209.87,206.99,130.862,174.499,211.777,184.265
21/11/2000,1284.078,1110.337,431.902,2723.973,188.151,1276.021,747.755,1625.183,272.974,184.17,209.79,207.3,131.267,174.396,212.629,184.335
22/11/2000,1259.01,1081.503,423.64,2703.042,181.528,1244.683,736.61,1572.852,274.475,185.41,210.26,207.37,130.033,173.51,211.098,184.187
23/11/2000,1259.01,1081.701,426.167,2698.265,179.78,1247.854,718.845,1587.848,274.475,186.05,210.41,207.37,0,0,0,0
24/11/2000,1279,1090.376,432.437,2679.874,182.663,1251.612,715.784,1610.331,274.044,185.98,210.59,207.82,129.788,173.562,211.164,184.229
27/11/2000,1285.702,1109.631,436.233,2731.926,187.472,1254.922,700.341,1606.56,273.804,186.55,210.61,207.79,129.828,173.1,211.038,184.537
28/11/2000,1272.858,1090.537,437.147,2736.75,178.127,1217.799,687.389,1570.659,274.451,186.7,211.06,207.74,127.497,172.258,210.197,184.536
29/11/2000,1280.069,1080.628,443.127,2692.232,172.888,1222.865,690.891,1564.515,275.085,186.15,211.27,208.18,128.544,173.973,211.591,185.494
30/11/2000,1253.096,1074.827,438.263,2718.62,151.195,1190.834,671.093,1503.749,276.503,186.44,211.99,208.86,126.217,172.845,209.198,184.992
01/12/2000,1251.681,1091.228,437.931,2747.666,151.528,1200.582,671.256,1501.436,275.751,186.6,212.04,208.77,125.693,174.694,210.971,185.598
04/12/2000,1260.25,1103.281,434.762,2751.047,150.325,1191.684,676.265,1467.724,275.642,186.92,212.54,208.63,123.823,174.538,210.868,185.381
05/12/2000,1309.406,1119.613,439.173,2715.092,169.212,1233.952,709.514,1547.836,277.093,186.73,212.72,209.04,126.763,176.327,213.166,186.282
06/12/2000,1285.211,1109.612,435.055,2746.103,175.306,1224.723,699.745,1542.894,278.534,186.84,212.8,208.73,128.109,177.337,214.407,185.834
07/12/2000,1277.275,1105.802,434.645,2705.548,163.278,1224.943,713.1,1539.015,278.753,186.68,213.01,209.51,127.834,177.997,215.257,185.902
08/12/2000,1303.871,1118.397,436.056,2683.691,180.231,1224.943,734.029,1547.391,278.271,186.12,213.01,209.29,128.615,179.043,217.293,186.395
11/12/2000,1316.029,1138.879,432.432,2758.199,180.39,1243.932,744.5,1553.441,278.151,186.23,212.72,208.69,128.579,179.587,217.561,186.362
12/12/2000,1309.687,1137.285,432.395,2760.796,180.254,1249.174,734.556,1547.377,278.386,186.07,212.69,208.63,127.171,178.562,216.635,186.503
13/12/2000,1300.371,1143.549,429.615,2752.01,175.734,1235.346,751.677,1527.948,279.534,186.93,213.36,208.2,126.187,178.667,217.323,186.961
14/12/2000,1281.494,1134.303,427.47,2727.946,164.268,1216.575,749.765,1521.306,280.35,186.57,213.77,208.75,128.194,178.797,217.093,187.439
15/12/2000,1250.883,1122.875,425.587,2678.254,143.285,1205.233,743.599,1494.575,280.92,187.06,214.34,208.92,127.242,179.341,216.698,187.419
18/12/2000,1260.214,1130.247,421.987,2670.616,152.953,1212.164,749.911,1498.534,281.013,187.04,214.59,208.55,128.663,180.365,217.296,187.883
19/12/2000,1242.733,1133.632,428.231,2611.92,151.248,1229.446,757.347,1485.901,280.675,186.47,214.13,209.04,130.939,182.416,218.776,188.742
20/12/2000,1199.605,1121.295,425.853,2573.392,145.309,1215.196,730.425,1402.334,281.951,186.73,214.4,209.77,131.824,182.552,218.156,189.26
21/12/2000,1209.711,1109.796,426.702,2522.908,141.208,1257.779,726.199,1409.245,282.642,186.56,214.59,210.37,130.052,182.719,219.527,189.747
22/12/2000,1238.211,1108.489,435.432,2512.762,150.97,1255.547,730.259,1434.319,283.229,186.85,214.64,210.13,130.528,182.903,219.904,189.829
25/12/2000,1238.211,1108.489,435.432,2589.901,153.974,1255.547,730.259,1434.319,283.229,186.85,214.64,209.95,0,0,0,0
26/12/2000,1246.34,1111.042,437.978,2568.888,152.578,1247.864,729.453,1446.348,282.95,186.85,214.65,210.09,130.568,183.635,220.618,189.839
27/12/2000,1258.226,1138.939,445.15,2557.155,151.399,1241.027,749.652,1452.713,282.008,187.5,215.07,210.33,130.023,184.154,221.429,190.015
28/12/2000,1263.034,1140.722,444.844,2546.74,152.602,1232.534,761.044,1456.466,281.87,187.27,214.6,209.8,130.112,184.3,222.103,189.635
29/12/2000,1249.864,1146.254,447.217,2551.957,155.225,1232.719,763.19,1464.859,281.993,187.65,215.22,210.03,130.151,184.317,221.801,189.573
01/01/2001,0,1146.254,447.217,2551.957,0,0,0,0,281.993,0,0,210.03,0,0,0,0
02/01/2001,1216.755,1138.779,447.12,2545.382,155.157,1235.111,761.092,1432.393,284.977,187.68,215.25,210.06,130.19,184.393,221.859,189.991
03/01/2001,1277.648,1120.542,437.349,2547.829,138.971,1328.499,808.218,1487.569,282.3,189.63,217.09,210.08,129.864,186.773,223.527,190.266
04/01/2001,1262.982,1137.01,443.737,2522.926,153.521,1373.366,812.019,1561.812,283.816,188.8,217.23,210.65,132.314,188.139,224.019,190.623
05/01/2001,1229.209,1138.74,448.308,2533.107,157.865,1379.703,796.643,1516.787,285.196,188.66,217.76,210.85,134.202,189.079,224.422,190.914
08/01/2001,1226.203,1132.261,447.723,2532.562,158.046,1379.841,795.92,1531.223,285.542,188.49,217.71,210.85,132.836,188.879,223.032,190.659
09/01/2001,1233.251,1115.505,442.529,2483.812,161.555,1480.153,819.001,1519.95,284.721,187.87,217.1,211.48,135.115,189.427,222.596,190.282
10/01/2001,1245.069,1109.977,444.395,2458.243,171.091,1490.804,812.993,1479.963,283.427,188.04,216.81,211.23,134.977,189.286,223.134,190.094
11/01/2001,1257.258,1122.411,454.217,2391.15,176.646,1505.643,815.242,1507.169,282.522,188.02,216.97,211.97,136.372,189.585,223.605,189.906
12/01/2001,1250.346,1119.092,459.102,2392.32,177.141,1487.17,812.494,1511.386,281.146,187.32,216.2,212.27,138.107,189.663,224.037,189.852
15/01/2001,1250.346,1120.147,455.484,2392.911,182.319,1497.433,818.338,1512.424,281.146,187.73,216.33,212.3,0,0,0,0
16/01/2001,1259.712,1099.941,450.559,2450.847,180.054,1491.665,812.255,1505.957,281.553,187.31,216.23,211.88,137.581,189.585,223.991,189.342
17/01/2001,1260.894,1121.399,452.222,2473.658,189.335,1514.783,827.531,1531.726,282.899,187.27,216.46,211.74,139.95,191.001,225.236,189.693
18/01/2001,1277.854,1125.751,459.667,2501.836,185.411,1555.387,846.597,1564.655,284.273,187.51,216.78,212.42,140.445,191.799,226.357,190.015
19/01/2001,1273.684,1119.176,452.719,2522.939,188.029,1551.077,848.301,1598.798,282.977,187.68,216.54,212.66,140.869,191.135,226.78,190.041
22/01/2001,1272.83,1117.298,454.153,2528.921,180.317,1553.378,842.992,1593.687,282.223,187.18,216.42,213.32,140.391,191.5,227.424,189.586
23/01/2001,1288.409,1122.356,452.518,2518.511,184.474,1591.304,858.008,1630.21,281.301,187.21,216.83,213.24,140.967,192.076,228.014,189.715
24/01/2001,1294.038,1121.064,450.135,2490.94,193.471,1584.55,851.474,1624.702,281.052,187.46,216.33,213.11,141.476,192.143,228.68,189.912
25/01/2001,1287.099,1121.018,449.364,2506.374,194.775,1568.49,845.658,1616.336,281.753,187.76,216.26,213.83,140.983,192.422,228.53,190.204
26/01/2001,1284.585,1126.921,449.671,2492.132,195.367,1558.447,849.134,1651.024,281.828,188.28,216.59,214.04,141.344,193.302,230.424,190.624
29/01/2001,1292.264,1129.256,444.996,2508.392,186.09,1576.049,853.152,1657.952,281.429,188.13,216.74,213.91,143.899,193.833,231.543,191.239
30/01/2001,1301.872,1133.086,450.469,2510.834,185.973,1580.447,849.354,1682.919,282.908,188.07,217.03,213.4,143.052,194.215,231.202,192.544
31/01/2001,1294.402,1127.011,455.026,2521.463,185.36,1593.044,852.389,1685.781,284.05,188.69,217.5,213.69,144.509,194.78,232.056,193.188
01/02/2001,1301.232,1133.588,455.985,2540.884,181.075,1571.708,826.703,1684.374,285.636,188.63,217.67,213.77,146.183,195.567,231.258,193.927
02/02/2001,1277.179,1128.757,447.896,2506.462,182.86,1546.725,815.831,1670.196,284.446,188.57,217.81,213.14,144.559,195.235,230.92,193.397
05/02/2001,1282.515,1136.161,448.676,2474.93,174.466,1521.486,806.676,1666.267,284.741,188.52,218.08,213.73,143.877,194.631,229.562,192.291
06/02/2001,1281.549,1128.562,444.225,2461.385,179.721,1524.773,817.659,1664.719,284.108,188.66,217.97,213.61,142.976,194.477,230.373,191.636
07/02/2001,1270.745,1118.595,439.172,2455.768,175.668,1501.282,806.498,1643.106,284.249,189.1,218.19,214.19,141.744,193.492,230.083,191.51
08/02/2001,1262.436,1102.191,433.801,2429.465,180.501,1519.112,827.107,1656.844,284.197,188.46,217.84,214.33,142.47,194.218,231.43,191.713
09/02/2001,1242.846,1094.552,431.502,2432.582,177.395,1499.398,821.219,1654.401,285.424,188.85,218.14,214.76,143.687,194.393,231.777,192.583
12/02/2001,1258.604,1113.511,439.736,2432.582,178.232,1507.373,818.035,1669.424,284.727,188.71,218.21,214.76,143.563,194.224,231.791,192.588
13/02/2001,1247.077,1111.477,433.087,2430.679,187.255,1492.463,827.236,1648.454,284.371,188.71,218.36,215.19,145.172,194.141,231.578,192.414
14/02/2001,1243.561,1109.406,426.837,2433.685,187.759,1479.911,827.755,1641.54,283.826,188.19,218.11,215.02,145.015,194.378,232.295,192.706
15/02/2001,1253.992,1104.37,420.826,2457.635,198.427,1482.032,823.882,1658.662,282.691,187.8,217.5,215.3,146.223,194.195,232.65,192.812
16/02/2001,1234.275,1085.348,419.542,2443.68,188.315,1445.542,788.43,1649.05,284.043,187.9,217.68,215.31,145.8,193.57,232.238,192.389
