Date,MSDUUS Index,MSDUUK Index,MSDUIT Index,MSDUJN Index,MSEUSRUS Index,MSEUSAG Index,MSEUSBR Index,MSEUTMXF Index,JPMTUS Index,JHDCUK Index,JHDCIT Index,JHDCJP Index,JPEMRUS Index,JPEMAR Index,JPEMBZ Index,JPEMMX Index
24/09/1999,1243.632,1193.32,407.35,3008.647,103.333,1523.765,596.681,1350.713,251.006,167.99,196.2,189.74,55.645,159.661,164.479,146.502
27/09/1999,1247.556,1219.903,405.361,2946.678,108.337,1580.54,598.467,1371.548,250.029,167.14,195.63,189.8,55.447,160.434,166.404,147.207
28/09/1999,1247.581,1209.137,406.204,3030.32,106.353,1581.947,590.535,1379.135,249.353,166.82,195.68,189.77,54.689,160.069,165.571,146.993
29/09/1999,1232.754,1208.06,404.515,2997.392,104.894,1582.203,594.488,1373.31,248.346,167.4,195.68,189.81,54.059,160.83,167.131,147.636
30/09/1999,1245.592,1211.233,405.798,3095.502,103.001,1601.782,577.792,1363.125,249.419,167.4,195.68,189.81,53.454,161.553,167.613,147.643
01/10/1999,1244.636,1205.264,407.735,3141.562,105.117,1573.347,566.904,1344.971,248.138,166.48,194.67,190.1,52.969,160.713,164.828,147.02
04/10/1999,1265.155,1220.965,410.984,3100.643,108.017,1606.275,572.994,1350.998,248.892,167.04,194.63,190.86,52.988,161.633,166.645,147.752
05/10/1999,1263.522,1224.985,408.257,3070.238,110.368,1594.804,562.569,1344.702,247.682,166.97,194.76,190.68,55.036,160.603,165.978,147.295
06/10/1999,1286.62,1229,408.84,3071.288,109.682,1600.233,577.563,1373.166,247.687,166.94,194.54,189.94,55.708,161.977,168.136,149.165
07/10/1999,1280.117,1246.767,410.673,3092.322,111.249,1612.542,582.73,1382.804,247.685,167.33,194.53,189.67,56.201,162.269,169.622,149.184
08/10/1999,1297.048,1248.728,404.623,3106.009,114.262,1603.517,584.212,1417.351,247.908,167.34,194.43,189.23,55.452,162.085,170.499,148.835
11/10/1999,1296.276,1255.885,403.079,3125.362,119.691,1603.517,588.003,1430.882,247.908,167.39,194.28,189.24,0,0,0,0
12/10/1999,1272.721,1243.107,399.119,3154.573,117.122,1561.935,588.003,1390.999,247.513,166.71,193.48,188.86,54.599,160.322,168.754,147.833
13/10/1999,1245.569,1229.216,397.858,3085.885,117.983,1516.933,573.252,1346.732,246.771,167.12,193.6,189.57,54.265,159.812,168.716,147.662
14/10/1999,1247.178,1218.441,394.961,3124.957,123.926,1532.038,573.657,1324.826,246.345,165.8,192.5,189.47,53.985,159.699,169.322,147.324
15/10/1999,1211.08,1201.351,391.537,3116.228,117.336,1509.508,562.865,1264.067,247.488,166.57,193.14,189.43,53.579,158.862,167.034,146.943
18/10/1999,1217.817,1193.35,385.52,3032.587,116.265,1498.293,549.911,1281.062,246.982,166.9,193.17,189.96,53.926,158.627,167.418,146.688
19/10/1999,1226.581,1216.988,390.684,3040.707,119.623,1531.335,552.808,1322.344,246.455,167.12,193.26,189.92,54.919,159.421,169.489,147.088
20/10/1999,1251.6,1215.188,388.897,3094.643,122.073,1557.371,563.923,1335.376,246.433,166.81,192.55,189.28,55.251,160.433,171.461,147.469
21/10/1999,1248.056,1206.918,390.083,3092.695,118.711,1584.574,562.79,1338.97,246.317,167.53,193.41,188.97,56.33,161.248,172.536,147.997
22/10/1999,1264.218,1220.818,392.477,3106.63,121.736,1615.15,578.448,1357.435,246.379,167.41,193.48,188.86,56.803,163.652,174.724,149.268
25/10/1999,1257.174,1209.968,386.547,3151.587,120.442,1617.547,573.523,1350.561,246.35,166.5,192.85,189.03,56.777,162.969,173.958,149.013
26/10/1999,1247.093,1220.531,385.358,3170.036,120.675,1601.578,575.314,1348.826,246.187,167.15,193.09,189.18,57.682,164.122,175.287,149.762
27/10/1999,1260.46,1206.548,382.699,3152.906,119.327,1595.196,580.811,1348.75,246.963,168.28,194.08,189.62,57.668,163.259,174.482,149.69
28/10/1999,1304.186,1219.898,390.047,3127.985,120.246,1590.32,589.934,1396.441,248.017,169.45,195.07,189.38,59.715,163.998,176.168,150.165
29/10/1999,1325.737,1243.971,392.846,3226.799,120.309,1596.036,597.471,1435.102,249.66,170.74,195.8,190.05,60.551,164.208,176.845,150.748
01/11/1999,1317.398,1251.687,392.173,3212.997,120.355,1596.676,602.372,1443.178,249.224,170.9,196.12,190.1,61.966,164.053,177.508,150.784
02/11/1999,1310.657,1245.636,389.289,3234.794,120.656,1645.488,602.372,1446.79,249.739,172.1,196.65,190.56,63.736,164.624,179.464,151.947
03/11/1999,1316.326,1248.515,387.474,3206.613,118.048,1683.266,624.732,1540.641,249.967,172.14,196.34,190.57,64.21,164.866,180.25,153.111
04/11/1999,1323.575,1256.817,391.637,3266.237,119.719,1673.266,643.712,1552.573,250.729,174,197.31,190.46,65.205,165.869,180.729,153.398
05/11/1999,1331.175,1250.732,388.981,3216.891,123.36,1690.987,661.246,1573.859,251.468,174.33,197.67,190.71,65.64,165.817,180.861,153.128
08/11/1999,1338.856,1247.53,387.345,3197.587,123.36,1713.925,666.723,1595.194,251.212,173.97,198.26,191.01,65.395,166.356,182.641,155.004
09/11/1999,1326.705,1262.455,392.503,3213.017,131.089,1706.137,662.976,1572.648,251.148,173.57,198.1,190.74,64.956,166.315,183.764,155.198
10/11/1999,1332.778,1264.415,395.983,3263.822,137.465,1698.496,669.09,1596.003,250.886,173.34,197.73,190.43,65.192,166.038,183.747,155.099
11/11/1999,1340.368,1280.79,397.701,3233.795,139.224,1663.533,665.87,1625.174,250.886,173.5,197.92,190.55,0,0,0,0
12/11/1999,1353.961,1267.648,392.612,3247.562,138.259,1644.364,664.527,1622.274,251.952,174.73,198.8,190.79,66.699,166.267,184.526,155.439
15/11/1999,1351.383,1274.567,395.426,3239.34,138.984,1667.047,664.527,1641.049,251.918,174.65,198.42,191.09,68.861,165.794,184.484,155.826
16/11/1999,1375.948,1279.892,397.376,3208.714,141.796,1634.431,668.581,1639.577,251.569,175.4,199.04,190.96,68.511,165.86,184.444,156.04
17/11/1999,1366.043,1276.271,397.616,3257.659,142.455,1582.069,657.402,1641.272,250.659,174.57,198.15,190.3,67.782,163.977,181.875,155.827
18/11/1999,1380.931,1267.087,400.844,3300.542,140.085,1595.006,670.906,1667.004,250.343,173.92,197.86,189.82,68.822,164.547,182.414,157.793
19/11/1999,1379.028,1258.43,401.706,3321.889,145.941,1562.129,691.395,1696.098,250.49,173.73,197.43,190.16,70.227,162.742,181.406,157.141
22/11/1999,1381.526,1256.428,402.391,3371.279,149.084,1618.671,684.594,1638.093,250.138,173.03,197.44,189.93,71.951,164.029,182.025,157.522
23/11/1999,1367.949,1278.047,400.82,3392.16,153.216,1612.398,689.228,1644.542,250.127,173.2,197.51,189.93,74.414,163.954,182.914,157.153
24/11/1999,1380.216,1270.276,397.386,3370.453,145.639,1608.274,679.762,1666.697,250.01,172.67,196.76,189.71,73.548,164.71,183.351,157.659
25/11/1999,1380.216,1294.756,404.246,3337.497,148.877,1623.05,686.177,1696.791,250.01,172.12,196.81,190.14,0,0,0,0
26/11/1999,1379.878,1287.2,401.959,3440.681,148.599,1642.114,705.045,1693.964,249.744,172.32,196.37,189.63,73.26,165.335,183.186,157.667
29/11/1999,1371.181,1286.536,405.015,3450.723,144.775,1625.304,707.912,1677.123,248.596,172.62,196.32,189.8,72.259,164.648,182.99,156.563
30/11/1999,1352.837,1256.717,401.759,3363.731,138.384,1588.545,709.674,1636.535,249.1,173.06,197.34,190.2,73.185,163.571,181.22,156.102
01/12/1999,1364.134,1271.064,407.769,3345.753,140.353,1612.221,714.758,1638.611,248.811,173.15,197.85,190.55,71.182,162.881,181.164,156.337
02/12/1999,1375.816,1275.48,407.019,3333.111,141.989,1630.701,744.171,1671.677,248.53,172.43,197.13,190.54,72.378,163.513,182.325,156.862
03/12/1999,1399.519,1290.848,410.699,3345.813,147.127,1645.347,750.791,1714.864,249.692,171.58,197.54,190.96,73.625,164.908,184.779,158.631
06/12/1999,1391.879,1295.294,422.358,3343.685,146.521,1622.953,749.879,1695.504,249.96,171.97,198.47,191.17,73.232,165.258,185.613,159.104
07/12/1999,1380.851,1294.151,426.607,3368.027,140.425,1624.385,748.938,1693.178,250.619,173.06,198.92,191.02,71.042,166.436,185.845,160.01
08/12/1999,1376.418,1284.971,433.353,3317.177,136.396,1624.385,748.045,1760.396,250.234,173.04,198.58,191.53,69.968,166.003,185.682,159.978
09/12/1999,1384.459,1290.11,431.031,3324.574,135.953,1630.488,747.293,1773.802,250.545,173.94,198.93,191.83,70.715,166.483,186.356,160.384
10/12/1999,1391.96,1297.871,426.861,3361.506,133.021,1648.66,761.683,1793.501,251.483,174.9,199.55,191.48,72.759,167.699,188.827,161.141
13/12/1999,1392.668,1296.17,432.67,3312.534,132.729,1642.93,764.46,1764.614,251.102,174.83,199.19,191.88,73.179,168.932,192.165,162.223
14/12/1999,1379.875,1286.119,434.275,3292.086,136.028,1600.683,755.167,1748.938,249.503,174.27,198.53,191.45,72.77,168.525,191.756,161.217
15/12/1999,1391.956,1267.386,425.316,3310.264,148.246,1604.579,740.742,1781.658,249.04,174.57,198.92,191.79,73.006,169.028,193.045,160.776
16/12/1999,1398.402,1274.379,436.137,3312.634,146.628,1623.766,756.296,1801.469,248.172,172.97,197.63,191.64,73.059,168.197,192.62,160.316
17/12/1999,1401.145,1285.103,434.913,3343.981,148.634,1652.483,782.483,1831.689,248.239,172.82,197.15,191.69,73.087,168.808,194.546,160.213
20/12/1999,1402.063,1281.851,443.505,3355.49,164.208,1658.062,805.262,1838.908,247.515,172.74,197.05,192.1,77.18,168.582,194.66,159.988
21/12/1999,1412.449,1283.292,435.668,3360.362,179.674,1661.147,818.299,1845.616,247.338,172.6,197.37,192.31,77.893,169.668,195.32,160.586
22/12/1999,1416.223,1283.48,445.222,3445.881,182.284,1655.354,828.765,1808.657,247.314,171.71,197.16,192.54,78.169,169.882,195.148,160.374
23/12/1999,1437.291,1300.552,453.934,3437.251,181.424,1645.798,825.714,1818.264,247.192,171.85,197.42,192.62,79.014,169.73,194.88,160.404
24/12/1999,1437.291,1306.591,453.934,3454.187,187.605,1651.264,825.714,1815.494,247.322,171.98,197.46,192.25,0,0,0,0
27/12/1999,1433.813,1307.885,455.736,3432.115,194.128,1623.893,823.849,1808.658,247.688,171.9,197.07,192.43,78.958,169.728,194.931,160.583
28/12/1999,1435.463,1305.621,458.759,3516.836,186.864,1641.73,834.523,1831.648,247.442,171.9,197.57,192.95,79.375,169.696,195.028,160.647
29/12/1999,1442.084,1313.284,457.596,3550.932,179.986,1650.545,867.954,1855.761,247.858,172.3,196.95,193.13,79.587,170.322,195.466,160.848
30/12/1999,1442.268,1325.936,459.617,3571.063,184.479,1667.634,889.491,1866.39,248.132,171.35,196.68,193.28,79.548,170.939,195.8,160.573
31/12/1999,1445.856,1325.936,459.617,3571.063,222.982,1667.634,889.491,1866.39,247.506,171.35,196.69,193.28,84.049,171.155,196.443,160.839
03/01/2000,1436.684,1335.808,450.435,3603.274,222.982,1667.51,874.029,1866.088,246.079,171.33,195.57,193.29,88.315,171.506,196.02,158.928
04/01/2000,1379.114,1297.618,445.687,3544.778,223.76,1581.135,816.427,1725.124,247.175,170.01,195.95,192.59,86.816,169.266,192.216,158.744
05/01/2000,1382.706,1273.982,438.59,3389.688,223.908,1603.236,831.914,1749.552,245.981,169.41,195.97,192.96,87.019,169.667,191.992,158.13
06/01/2000,1370.889,1265.339,431.294,3260.834,230.928,1588.732,827.502,1729.916,246.817,169.48,195.96,193.22,88.76,169.262,191.097,157.978
07/01/2000,1418.262,1265.809,442.422,3250.823,230.976,1574.887,843.301,1826.934,247.561,170.19,196.57,192.83,90.805,169.53,192.687,158.357
10/01/2000,1435.807,1282.456,437.5,3253.755,239.441,1570.606,879.802,1915.219,247.059,171.05,197.18,192.84,90.483,169.363,193.168,158.285
11/01/2000,1416.115,1274.597,438.787,3371.429,224.327,1570.423,856.755,1852.772,245.851,170.42,195.98,192.91,88.248,168.71,189.685,156.99
12/01/2000,1407.871,1274.226,443.937,3334.046,230.477,1567.816,852.773,1846.617,245.587,169.49,195.9,192.58,87.73,168.393,188.754,155.811
13/01/2000,1426.573,1273.429,449.911,3338.087,239.356,1733.579,885.253,1879.127,246.836,170.33,196.33,192.81,88.009,169.839,190.278,156.954
14/01/2000,1440.029,1286.527,455.646,3357.802,247.146,1764.564,907.284,1917.69,246.431,170.08,196.13,193.03,88.92,169.403,191.116,156.679
17/01/2000,1440.029,1285.719,452.838,3443.331,239.705,1769.676,929.744,1937.924,246.431,169.46,195.92,192.97,0,0,0,0
18/01/2000,1428.786,1262.172,446.328,3391.952,234.368,1796.977,925.218,1901.295,245.867,168.58,195.26,193.22,87.797,169.552,191.114,156.544
19/01/2000,1430.975,1253.565,449.169,3318.91,221.167,1803.015,902.875,1867.322,246.247,169.01,195.84,193.22,87.62,169.819,191.252,157.666
20/01/2000,1418.985,1237.766,450.378,3324.699,232.967,1793.379,890.924,1827.543,245.983,168.51,195.91,193.1,88.764,169.298,190.865,157.588
21/01/2000,1415.724,1238.473,448.42,3346.272,240.637,1774.837,883.002,1787.749,246.225,168.79,196.15,193.48,88.871,169.649,191.223,158.422
24/01/2000,1377.673,1242.341,451.248,3356.745,230.3,1769.122,889.182,1761.509,247.103,168.96,196.17,194.3,89.706,169.843,191.616,158.893
25/01/2000,1385.929,1218.308,443.179,3315.92,216.822,1740.091,886.93,1769.074,247.261,169.87,196.75,194.64,88.919,169.598,189.89,158.788
26/01/2000,1379.223,1230.933,442.816,3363.376,215.134,1791.812,889.803,1780.411,247.727,169.9,196.79,194.56,89.16,169.46,190.59,158.855
27/01/2000,1373.698,1241.058,446.598,3414.854,223.279,1796.586,886.286,1763.94,248.04,168.8,195.94,194.63,88.806,169.348,190.461,159.01
28/01/2000,1336.507,1219.354,442.989,3441.647,215.121,1760.983,858.357,1698.937,248.778,168.69,196.13,194.9,86.963,168.421,187.359,158.334
31/01/2000,1367.098,1201.987,435.602,3415.036,204.559,1748.089,839.651,1676.746,248.088,169.88,196.71,194.3,85.848,168.328,186.985,157.669
01/02/2000,1385.31,1201.506,440.152,3360.171,201.886,1776.83,842.603,1710.487,248.707,171.2,197.41,193.97,87.13,169.614,187.589,158.152
02/02/2000,1383.124,1192.932,449.439,3380.676,198.294,1800.234,852.538,1733.961,249.165,171.04,197.43,193.12,87.965,169.507,187.596,158.092
03/02/2000,1398.639,1191.878,465.809,3434.892,203.467,1852.508,886.18,1824.747,250.617,171.83,197.89,193.2,90.148,170.621,188.311,161.861
04/02/2000,1396.902,1153.66,465.836,3498.565,208.569,1885.769,911.103,1891.662,250.159,171.09,197.33,193.57,92.189,171.655,191.868,164.508
07/02/2000,1397.833,1141.773,458.819,3476.901,208.102,1892.434,918.888,1989.953,249.034,170.99,197.05,193.19,94.529,172.208,193.898,164.896
08/02/2000,1411.949,1182.575,478.046,3402.756,217.996,1939.717,945.146,1986.569,250.135,171.41,197.63,192.64,96.247,172.893,195.388,165.719
09/02/2000,1380.825,1188.86,480.425,3436.813,222.27,1946.586,926.55,1960.896,249.268,170.9,197.45,193.05,95.445,172.439,194.651,165.882
10/02/2000,1383.977,1177.696,480.684,3432.009,218.407,2019.919,925.148,2020.43,248.474,170.51,196.89,193.2,97.138,172.88,195.802,165.842
11/02/2000,1356.779,1156.201,488.811,3419.405,217.003,2018.76,904.511,1989.218,249.106,170.72,196.92,193.21,97.442,172.771,195.788,165.285
14/02/2000,1360.102,1128.923,494.854,3405.742,214.34,2000.704,879.076,1972.755,250.234,171.44,197.54,193.52,102.204,172.891,195.539,165.586
15/02/2000,1369.469,1120.545,484.21,3337.296,204.593,1990.062,885.562,1985.151,249.814,171.45,197.34,193.86,105.038,173.706,196.2,165.539
16/02/2000,1351.765,1149.013,484.567,3314.62,206.966,1983.344,896.006,1977.7,249.769,170.34,197.21,194.03,104.589,173.368,195.45,165.103
17/02/2000,1350.771,1162.402,484.277,3350.675,212.137,1993.275,894.146,1969.467,249.935,170.77,197.15,193.66,103.5,173.548,195.783,165.046
18/02/2000,1311.294,1147.181,482.757,3341.587,207.247,1950.085,876.028,1906.259,251.093,171.59,197.4,194.14,103.506,173.385,194.568,164.409
21/02/2000,1311.294,1135.159,474.857,3253.328,203.931,1958.859,880.879,1891.786,251.093,172.52,197.95,194.31,0,0,0,0
22/02/2000,1315.931,1147.174,483.203,3212.59,206.141,1947.606,866.464,1862.138,252.65,173.4,198.98,193.86,103.413,173.015,193.977,165.185
23/02/2000,1325.98,1165.621,498.615,3227.691,209.718,1972.427,879.246,1932.909,251.59,173.13,198.72,194.01,102.438,173.944,195.901,165.868
24/02/2000,1320.392,1151.285,492.067,3260.224,212.755,2003.179,884.032,1921.139,252.437,174.07,199.33,193.77,102.777,173.882,195.25,165.693
25/02/2000,1300.18,1165.742,495.943,3318.638,201.845,1990.006,884.399,1888.1,252.244,174.26,198.81,193.67,103.488,174.732,195.987,166.895
28/02/2000,1314.805,1143.658,483.779,3357.611,189.603,1985.045,870.455,1889.341,251.438,174.12,198.39,194.28,103.16,175.126,196.214,166.439
29/02/2000,1333.279,1161.518,488.467,3325.178,199.225,1980.817,874.469,1906.06,252.028,173.05,198.44,194.06,103.356,175.286,197.618,167.753
01/03/2000,1343.294,1188.53,494.258,3412.178,213.402,1973.842,889.901,1971.21,252.093,173.52,198.7,194.27,105.024,175.273,197.914,168.167
02/03/2000,1350.081,1197.153,500.033,3392.979,217.016,2029.359,892.305,2064.727,252.207,173.41,198.46,194.78,107.783,176.164,199.35,170.084
03/03/2000,1376.149,1211.296,495.538,3348.599,224.852,2052.189,918.789,2106.911,252.79,174.34,198.96,194.68,109.017,176.696,201.21,169.888
06/03/2000,1355.601,1224.875,504.507,3283.303,223.308,2009.479,918.525,2076.327,252.291,174.95,199.02,194.87,110.955,176.431,201.007,169.948
07/03/2000,1319.945,1208.484,489.568,3353.447,234.177,1969.056,918.789,2090.514,252.511,175.28,199.16,194.76,111.299,177.012,202.07,172.343
08/03/2000,1331.31,1198.874,491.313,3332.101,234.42,1961.127,911.806,2150.572,252.384,175.01,199.12,195.27,113.214,177.506,202.755,174.088
09/03/2000,1362.995,1225.243,500.209,3316.105,250.855,1961.303,922.043,2168.268,252.645,175.2,199.99,194.98,113.259,177.806,203.048,174.219
10/03/2000,1354.992,1230.472,495.922,3309.579,266.344,1930.789,908.802,2124.63,252.168,174.67,199.69,194.63,113.625,177.497,202.417,173.288
13/03/2000,1346.382,1215.343,482.438,3219.218,247.397,1923.62,878.703,2077.572,252.462,174.8,200.14,194.77,112.612,176.72,200.527,173.477
14/03/2000,1324.434,1211.067,477.712,3234.393,263.285,1919.565,868.239,2030.465,253.386,174.66,199.92,194.79,115.04,177.581,201.278,172.927
15/03/2000,1355.83,1204.708,462.595,3224.228,262.517,1903.779,869.406,2060.675,253.849,175.08,200.21,194.73,114.26,176.492,200.181,171.917
16/03/2000,1420.11,1227.602,477.027,3306.637,261.808,1929.589,885.621,2059.032,254.3,176.11,201,194.52,115.332,177.106,201.69,173.251
17/03/2000,1424.935,1222.061,482.044,3340.766,257.315,1890.179,880.833,2059.8,254.919,176.68,201.23,194.63,118.148,178.105,202.83,173.872
20/03/2000,1420.253,1230.349,474.482,3325.721,254.025,1896.322,877.974,2069.83,254.998,176.28,201.33,194.63,117.055,178.29,202.799,173.493
21/03/2000,1457.009,1242.878,473.828,3326.614,249.447,1866.749,905.21,2076.961,255.382,176.11,201.56,194.34,119.994,178.768,203.787,173.606
22/03/2000,1465.152,1236.698,462.209,3289.445,260.701,1876.117,907.731,2029.1,255.469,175.19,201.35,194.59,122.745,179.778,205.735,173.903
23/03/2000,1493.026,1244.323,464.546,3282.447,272.739,1899.357,919.204,2072.212,255.966,175.58,201.86,194.88,121.897,179.208,204.521,173.891
24/03/2000,1492.651,1272.087,479.079,3291.827,287.227,1903.384,927.995,2105.424,254.688,175.54,201.5,194.59,121.587,179.584,205.328,173.079
27/03/2000,1489.706,1263.178,480.947,3341.523,280.501,1890.037,938.76,2131.607,254.713,174.18,200.88,194.27,122.412,179.755,205.699,173.241
28/03/2000,1474.818,1252.437,477.947,3428.414,268.405,1843.465,914.405,2074.521,254.939,174.63,201.3,194.46,121.113,179.363,205.878,173.133
29/03/2000,1475.648,1240.231,467.602,3548.091,271.833,1818.975,901.821,2046.945,255.084,174.53,200.9,194.71,121.675,178.883,205.397,173.151
30/03/2000,1455.684,1223.692,457.429,3507.278,259.961,1794.902,886.433,1972.307,256.59,175.15,201.37,195.54,118.466,177.995,202.16,170.775
31/03/2000,1465.047,1244.589,457.234,3597.971,274.055,1772.354,906.675,1950.629,257.34,175.21,201.81,195.81,118.771,178.204,202.94,172.826
03/04/2000,1473.775,1232.977,446.427,3589.31,264.18,1763.176,885.217,1921.904,257.734,175.8,202.06,195.57,117.696,177.723,201.668,172.077
04/04/2000,1465.447,1231.862,453.085,3541.394,267.667,1730.602,864.74,1857.307,259.403,175.63,202.09,195.93,115.073,176.483,199.31,170.736
05/04/2000,1457.518,1219.652,447.344,3520.786,251.226,1702.751,864.982,1874.293,258.909,176.55,202.64,196.09,112.605,176.441,198.133,170.282
06/04/2000,1468.971,1222.633,455.319,3462.445,261.164,1748.716,881.1,1928.889,258.762,175.65,202.18,196.51,114.307,177.429,198.855,170.874
07/04/2000,1482.063,1243.077,456.318,3458.97,257.901,1801.912,898.079,1975.893,259.911,176.38,202.44,196.77,116.822,177.347,199.679,171.047
10/04/2000,1472.633,1238.014,456.112,3482.111,269.003,1781.353,872.981,1930.276,260.367,176.05,202.71,196.61,117.313,177.875,199.778,171.849
11/04/2000,1468.754,1216.026,446.663,3461.807,259.175,1748.283,860.379,1877.59,259.063,176.33,202.75,196.58,116.052,177.189,198.447,170.644
12/04/2000,1437.709,1210.461,446.582,3512.537,262.43,1728.2,847.727,1822.229,258.067,175.94,202.7,196.29,117.65,177.046,198.182,170.161
13/04/2000,1411.583,1216.741,445.441,3438.865,258.512,1710.157,801.385,1775.96,258.748,175.3,202.58,195.94,119.879,176.965,197.135,170.544
14/04/2000,1327.241,1184.344,432.668,3446.029,255.983,1618.978,755.175,1660.097,259.247,175.24,202.15,196.21,116.134,176.138,195.198,168.881
17/04/2000,1372.295,1149.78,427.177,3269.111,236.822,1622.633,750.668,1634.857,257.736,175.18,202.35,197.17,112.879,175.839,192.335,167.17
18/04/2000,1410.474,1149.78,427.971,3337.84,235.116,1643.646,782.604,1727.035,257.647,175.33,202.21,197.13,114.272,176.831,194.877,168.64
19/04/2000,1394.141,1180.894,422.528,3363.808,235.978,1622.264,750.972,1667.376,258.763,175.28,202.12,197.32,113.148,177.269,196.146,169.187
20/04/2000,1401.984,1190.427,433.63,3365.592,244.01,1622.264,765.773,1672.347,258.924,175.37,201.96,197.14,114.583,176.794,196.19,169.864
21/04/2000,1401.984,1190.427,433.63,3356.866,250.542,1622.264,765.773,1672.347,258.924,175.37,202,197.11,0,0,0,0
24/04/2000,1396.714,1190.201,433.7,3433.288,241.487,1609.681,743.939,1665.237,258.601,175.37,202,197.22,113.974,176.38,194.538,169.031
25/04/2000,1439.631,1197.319,431.343,3434.577,249.615,1637.338,768.908,1752.211,257.426,175.38,202.02,197.44,115.333,177.901,197.465,169.958
26/04/2000,1425.038,1191.402,429.737,3402.282,261.002,1632.754,767.115,1756.809,257.271,175.63,202.23,197.64,115.234,178.057,197.413,169.558
27/04/2000,1428.496,1173.287,418.296,3370.859,257.813,1603.193,765.499,1778.134,256.046,176.17,202.17,197.75,114.162,177.714,196.635,168.892
28/04/2000,1416.34,1190.26,426.813,3326.075,268.367,1611.423,785.597,1735.47,256.37,177.13,202.24,197.68,114.634,178.208,197.545,169.008
01/05/2000,1429.621,1181.588,425.478,3395.61,268.367,1611.423,785.597,1749.159,256.197,177.13,202.24,197.97,115.24,178.305,198.472,169.086
02/05/2000,1409.108,1193.735,438.255,3409.248,268.603,1644.971,791.305,1738.141,255.478,176.86,201.69,198,115.879,177.854,197.945,168.941
03/05/2000,1379.311,1160.556,422.719,3403.621,268.947,1585.893,767.625,1689.907,254.279,176.64,200.89,197.99,114.084,176.086,194.073,167.096
04/05/2000,1372.937,1149.832,430.121,3435.435,266.526,1581.226,765.065,1695.937,253.263,175.47,200.45,197.99,111.342,175.516,192.998,165.824
05/05/2000,1393.688,1144.506,430.106,3418.037,266.691,1562.854,774.267,1687.335,252.872,175.28,200.41,197.99,110.459,173.656,192.336,164.335
08/05/2000,1386.198,1143.74,427.327,3399.46,271.95,1528.385,756.437,1638.406,252.077,175.74,200.93,198.05,108.596,172.72,190.386,162.594
09/05/2000,1375.571,1129.451,423.569,3329.552,272.044,1540.84,743.212,1612.449,252.712,176.4,201.33,198.45,109.541,172.146,190.542,162.853
10/05/2000,1348.453,1117.872,425.692,3327.957,268.545,1469.764,730.301,1574.361,253.637,176.4,201.7,198.4,107.954,169.665,189.194,162.446
11/05/2000,1372.911,1132.661,428.488,3240.515,263.814,1479.457,732.229,1577.398,253.957,175.41,200.68,198.83,109.04,169.005,190.842,163.266
12/05/2000,1384.991,1150.89,434.451,3301.291,260.027,1496.587,732.77,1625.706,252.944,175.34,200.92,198.53,108.964,164.483,189.147,161.412
15/05/2000,1415.247,1145.393,438.979,3277.074,256.081,1530.533,762.199,1643.915,253.641,175.92,201.22,198.54,110.747,167.48,190.959,162.545
16/05/2000,1426.877,1143.615,442.589,3286.516,261.516,1537.971,780.028,1657.257,254.212,176.24,201.47,198.22,111.827,166.417,190.971,163.019
17/05/2000,1406.83,1116.722,424.495,3266.127,248.865,1496.392,755.06,1601.806,253.556,175.22,200.52,198,110.707,166.571,191.65,163.653
18/05/2000,1395.128,1116.264,429.559,3252.191,243.665,1474.959,744.072,1575.626,252.474,174.86,200.45,198.61,112.054,166.969,191.777,163.664
19/05/2000,1369.522,1086.521,412.906,3265.402,222.848,1387.375,729.967,1509.647,253.131,174.82,200.11,198.6,109.333,164.316,189.872,163.174
22/05/2000,1362.447,1092.073,410.167,3159.855,214.195,1392.898,707.243,1472.55,254.18,175.61,200.82,199.07,107.346,163.137,188.514,162.572
23/05/2000,1337.549,1091.288,421.751,3182.088,202.111,1374.707,694.361,1443.595,254.076,175.29,201.24,198.84,106.308,164.159,189.792,162.828
24/05/2000,1360.4,1096.108,420.969,3152.901,197.631,1432.095,720.635,1512.493,253.805,175.65,201.74,199.26,107.654,166.105,190.7,163.587
25/05/2000,1342.32,1114.896,430.089,3174.783,211.485,1432.095,722.837,1477.944,255.242,176.38,202.35,199.33,110.074,167.091,191.94,163.826
26/05/2000,1338.587,1118.994,439.497,3167.622,221.398,1474.714,743.149,1473.729,256.102,177.23,203.09,199.65,109.623,167.545,192.446,163.939
29/05/2000,1338.587,1123.632,445.093,3179.444,221.443,1471.306,754.247,1493.98,256.102,177.23,202.85,199.82,0,0,0,0
30/05/2000,1379.849,1152.174,450.65,3197.424,226.736,1528.597,782.016,1563.943,255.456,177.22,202.65,199.59,111.372,169.537,194.454,164.777
31/05/2000,1377.567,1147.787,444.928,3155.432,227.95,1507.026,773.162,1553.512,256.726,177.92,202.88,199.96,112.626,170.306,195.867,165.295
01/06/2000,1403.412,1164.447,454.085,3169.057,235.555,1535.416,797.418,1611.599,257.928,178.2,203.37,199.93,115.409,171.942,198.205,167.082
02/06/2000,1429.376,1202.743,465.81,3215.129,247.496,1617.846,839.594,1725.541,258.639,179.1,203.86,199.7,117.908,174.865,201.882,170.343
05/06/2000,1421.581,1190.539,462.699,3319.186,244.641,1600.894,837.136,1701.143,259.178,178.57,203.89,198.96,117.969,174.746,200.279,169.743
06/06/2000,1412.516,1202.629,464.666,3359.672,234.238,1570.056,830.494,1601.447,259.059,178.52,203.72,198.83,117.565,172.884,200.408,168.827
